datetime,portfolio_value,cash,return
2020-12-15 09:30:00-05:00,100000.0,100000.0,
2020-12-16 09:30:00-05:00,99999.82749938965,99865.60250282288,-1.7250061035145592e-06
2020-12-17 09:30:00-05:00,99999.27000045776,99865.60250282288,-5.57499893572011e-06
2020-12-18 09:30:00-05:00,99999.3924999237,99865.60250282288,1.2250036018901511e-06
2020-12-19 09:30:00-05:00,99999.3924999237,99865.60250282288,0.0
2020-12-21 09:30:00-05:00,99996.35000228882,99865.60250282288,-3.0425161181790727e-05
2020-12-22 09:30:00-05:00,99998.79500389099,99865.60250282288,2.445090847924547e-05
2020-12-23 09:30:00-05:00,99998.16249847412,99865.60250282288,-6.325130386231059e-06
2020-12-24 09:30:00-05:00,99995.97499847412,99865.60250282288,-2.187540196085802e-05
2020-12-25 09:30:00-05:00,99995.97499847412,99865.60250282288,0.0
2020-12-28 09:30:00-05:00,99996.22750282288,99865.60250282288,2.525145124776529e-06
2020-12-29 09:30:00-05:00,99994.85250473022,99865.60250282288,-1.3750499663678362e-05
2020-12-30 09:30:00-05:00,99995.50499916077,99865.60250282288,6.525280193958594e-06
2020-12-31 09:30:00-05:00,99996.96750640869,99865.60250282288,1.4625729905848317e-05
2021-01-01 09:30:00-05:00,99996.96750640869,99865.60250282288,0.0
2021-01-04 09:30:00-05:00,99996.64500236511,99865.60250282288,-3.2251382379167026e-06
2021-01-05 09:30:00-05:00,99996.59999847412,99865.60250282288,-4.5005400917119687e-07
2021-01-06 09:30:00-05:00,99997.827501297,99865.60250282288,1.2275445594012169e-05
2021-01-07 09:30:00-05:00,99995.27750015259,99865.60250282288,-2.550056544359247e-05
2021-01-08 09:30:00-05:00,99999.22750473022,99865.60250282288,3.950191125401403e-05
2021-01-09 09:30:00-05:00,99999.22750473022,99865.60250282288,0.0
2021-01-11 09:30:00-05:00,99999.79000091553,99865.60250282288,5.625005305986974e-06
2021-01-12 09:30:00-05:00,100003.12749862671,99865.60250282288,3.337504719902462e-05
2021-01-13 09:30:00-05:00,100000.50250053406,99865.60250282288,-2.624915998439281e-05
2021-01-14 09:30:00-05:00,100001.35250091553,99865.60250282288,8.499961102303999e-06
2021-01-15 09:30:00-05:00,99997.88249969482,99865.60250282288,-3.46995428953667e-05
2021-01-16 09:30:00-05:00,99997.88249969482,99865.60250282288,0.0
2021-01-19 09:30:00-05:00,99995.76499938965,99865.60250282288,-2.1175451441979298e-05
2021-01-20 09:30:00-05:00,99996.71999931335,99865.60250282288,9.550403696767518e-06
2021-01-21 09:30:00-05:00,99999.78750228882,99865.60250282288,3.067603592876722e-05
2021-01-22 09:30:00-05:00,100003.00250053406,99865.60250282288,3.215005077050748e-05
2021-01-23 09:30:00-05:00,100003.00250053406,99865.60250282288,0.0
2021-01-25 09:30:00-05:00,100003.4200000763,99865.60250282288,4.174870071871339e-06
2021-01-26 09:30:00-05:00,100001.40749931335,99865.60250282288,-2.0124319377701205e-05
2021-01-27 09:30:00-05:00,99997.90249824524,99865.60250282288,-3.5049517359442284e-05
2021-01-28 09:30:00-05:00,99995.56500434875,99865.60250282288,-2.3375429264893555e-05
2021-01-29 09:30:00-05:00,99996.35250091553,99865.60250282288,7.875314937511035e-06
2021-01-30 09:30:00-05:00,99996.35250091553,99865.60250282288,0.0
2021-02-01 09:30:00-05:00,99996.13500595093,99865.60250282288,-2.1750289801447664e-06
2021-02-02 09:30:00-05:00,99999.59000587463,99865.60250282288,3.4551334644028486e-05
2021-02-03 09:30:00-05:00,100001.96249961853,99865.60250282288,2.3725034710153636e-05
2021-02-04 09:30:00-05:00,100000.91250419617,99865.60250282288,-1.0499748166137302e-05
2021-02-05 09:30:00-05:00,100002.85250663757,99865.60250282288,1.9399847389633962e-05
2021-02-06 09:30:00-05:00,100002.85250663757,99865.60250282288,0.0
2021-02-08 09:30:00-05:00,100002.8750038147,99865.60250282288,2.249653541230856e-07
2021-02-09 09:30:00-05:00,100009.01000022888,99865.60250282288,6.134820037884126e-05
2021-02-10 09:30:00-05:00,100010.23500442505,99865.60250282288,1.2248938332293235e-05
2021-02-11 09:30:00-05:00,100015.40500640869,99865.60250282288,5.169472887867066e-05
2021-02-12 09:30:00-05:00,100016.10250473022,99865.60250282288,6.973908884155833e-06
2021-02-13 09:30:00-05:00,100016.10250473022,99865.60250282288,0.0
2021-02-16 09:30:00-05:00,100016.24500274658,99865.60250282288,1.4247507429399064e-06
2021-02-17 09:30:00-05:00,100017.31249809265,99865.60250282288,1.0673219595913608e-05
2021-02-18 09:30:00-05:00,100012.8925037384,99865.60250282288,-4.4192292752653906e-05
2021-02-19 09:30:00-05:00,100015.84750175476,99865.60250282288,2.9546170922323256e-05
2021-02-20 09:30:00-05:00,100015.84750175476,99865.60250282288,0.0
2021-02-22 09:30:00-05:00,100013.35000038147,99865.60250282288,-2.497105644427844e-05
2021-02-23 09:30:00-05:00,100006.35499954224,99865.60250282288,-6.994067131249615e-05
2021-02-24 09:30:00-05:00,100006.83000564575,99865.60250282288,4.749759187960834e-06
2021-02-25 09:30:00-05:00,100006.05750083923,99865.60250282288,-7.724520480034691e-06
2021-02-26 09:30:00-05:00,100003.12749862671,99865.60250282288,-2.929824738362452e-05
2021-02-27 09:30:00-05:00,100003.12749862671,99865.60250282288,0.0
2021-03-01 09:30:00-05:00,100004.35250282288,99865.60250282288,1.2249658853713541e-05
2021-03-02 09:30:00-05:00,100004.60249900818,99865.60250282288,2.4998530467890134e-06
2021-03-03 09:30:00-05:00,99999.86500740051,99865.60250282288,-4.737273574695333e-05
2021-03-04 09:30:00-05:00,99993.61000061035,99865.60250282288,-6.255015233969097e-05
2021-03-05 09:30:00-05:00,99991.10250473022,99865.60250282288,-2.5076561193326796e-05
2021-03-06 09:30:00-05:00,99991.10250473022,99865.60250282288,0.0
2021-03-08 09:30:00-05:00,99990.10250091553,99865.60250282288,-1.0000927979092467e-05
2021-03-09 09:30:00-05:00,99986.905002594,99865.60250282288,-3.19781482522874e-05
2021-03-10 09:30:00-05:00,99994.00750160217,99865.60250282288,7.103429202048872e-05
2021-03-11 09:30:00-05:00,99995.10250091553,99865.60250282288,1.0950649351082475e-05
2021-03-12 09:30:00-05:00,99992.08499908447,99865.60250282288,-3.0176496204181724e-05
2021-03-13 09:30:00-05:00,99992.08499908447,99865.60250282288,0.0
2021-03-15 09:30:00-04:00,99999.16749954224,99865.60250282288,7.08306108210266e-05
2021-03-16 09:30:00-04:00,99996.0000038147,99865.60250282288,-3.1675220971805196e-05
2021-03-17 09:30:00-04:00,99996.96750640869,99865.60250282288,9.675412956156038e-06
2021-03-18 09:30:00-04:00,99993.10250282288,99865.60250282288,-3.865120795354393e-05
2021-03-19 09:30:00-04:00,99993.10250282288,99865.60250282288,0.0
2021-03-20 09:30:00-04:00,99993.10250282288,99865.60250282288,0.0
2021-03-22 09:30:00-04:00,99998.14499855042,99865.60250282288,5.042843557534482e-05
2021-03-23 09:30:00-04:00,99997.11500167847,99865.60250282288,-1.0300159787646201e-05
2021-03-24 09:30:00-04:00,99990.59750556946,99865.60250282288,-6.517684144091707e-05
2021-03-25 09:30:00-04:00,99991.14749908447,99865.60250282288,5.500452329831873e-06
2021-03-26 09:30:00-04:00,99991.14749908447,99865.60250282288,0.0
2021-03-27 09:30:00-04:00,99991.14749908447,99865.60250282288,0.0
2021-03-29 09:30:00-04:00,99994.02250289917,99865.60250282288,2.8752583469682236e-05
2021-03-30 09:30:00-04:00,99995.75750350952,99865.60250282288,1.7351043261726318e-05
2021-03-31 09:30:00-04:00,100001.32500648499,99865.60250282288,5.5677391866071346e-05
2021-04-01 09:30:00-04:00,100001.32500648499,99865.60250282288,0.0
2021-04-02 09:30:00-04:00,100001.32500648499,99865.60250282288,0.0
2021-04-05 09:30:00-04:00,100005.60000419617,99865.60250282288,4.274941067938798e-05
2021-04-06 09:30:00-04:00,100004.40999984741,99865.60250282288,-1.1899377121982191e-05
2021-04-07 09:30:00-04:00,100008.13000679016,99865.60250282288,3.719842897687009e-05
2021-04-08 09:30:00-04:00,100007.74250030518,99865.60250282288,-3.874749832433189e-06
2021-04-09 09:30:00-04:00,100007.74250030518,99865.60250282288,0.0
2021-04-10 09:30:00-04:00,100007.74250030518,99865.60250282288,0.0
2021-04-12 09:30:00-04:00,100017.91749954224,99865.60250282288,0.00010174211498714669
2021-04-13 09:30:00-04:00,100021.85250282288,99865.60250282288,3.934298352747945e-05
2021-04-14 09:30:00-04:00,100022.22750663757,99865.60250282288,3.749218848714264e-06
2021-04-15 09:30:00-04:00,100026.13249778748,99865.60250282288,3.904123360620737e-05
2021-04-16 09:30:00-04:00,100026.13249778748,99865.60250282288,0.0
2021-04-17 09:30:00-04:00,100026.13249778748,99865.60250282288,0.0
2021-04-19 09:30:00-04:00,100018.83500099182,99865.60250282288,-7.295590275691044e-05
2021-04-20 09:30:00-04:00,100016.78999900818,99865.60250282288,-2.0446168800369868e-05
2021-04-21 09:30:00-04:00,100019.35250282288,99865.60250282288,2.562073642553564e-05
2021-04-22 09:30:00-04:00,100014.94500160217,99865.60250282288,-4.406648423938009e-05
2021-04-23 09:30:00-04:00,100014.94500160217,99865.60250282288,0.0
2021-04-24 09:30:00-04:00,100014.94500160217,99865.60250282288,0.0
2021-04-26 09:30:00-04:00,100021.38750076294,99865.60250282288,6.44153647304524e-05
2021-04-27 09:30:00-04:00,100019.24750328064,99865.60250282288,-2.1395398881907113e-05
2021-04-28 09:30:00-04:00,100019.60249900818,99865.60250282288,3.549274128822333e-06
2021-04-29 09:30:00-04:00,100017.3475074768,99865.60250282288,-2.2545495833137252e-05
2021-04-30 09:30:00-04:00,100017.3475074768,99865.60250282288,0.0
2021-05-01 09:30:00-04:00,100017.3475074768,99865.60250282288,0.0
2021-05-03 09:30:00-04:00,100011.97500228882,99865.60250282288,-5.371573353896153e-05
2021-05-04 09:30:00-04:00,100012.69249916077,99865.60250282288,7.174109619700886e-06
2021-05-05 09:30:00-04:00,100010.55500030518,99865.60250282288,-2.1372275879949498e-05
2021-05-06 09:30:00-04:00,100013.68500709534,99865.60250282288,3.1296764527954934e-05
2021-05-07 09:30:00-04:00,100013.68500709534,99865.60250282288,0.0
2021-05-08 09:30:00-04:00,100013.68500709534,99865.60250282288,0.0
2021-05-10 09:30:00-04:00,100003.85250091553,99865.60250282288,-9.831160784756765e-05
2021-05-11 09:30:00-04:00,100005.69749832153,99865.60250282288,1.8449263301967278e-05
2021-05-12 09:30:00-04:00,100005.93999862671,99865.60250282288,2.4248648951008533e-06
2021-05-13 09:30:00-04:00,100004.5025062561,99865.60250282288,-1.4374069886469165e-05
2021-05-14 09:30:00-04:00,100004.5025062561,99865.60250282288,0.0
2021-05-15 09:30:00-04:00,100004.5025062561,99865.60250282288,0.0
2021-05-17 09:30:00-04:00,100008.27250480652,99865.60250282288,3.769828813626752e-05
2021-05-18 09:30:00-04:00,100001.2674999237,99865.60250282288,-7.004425441381468e-05
2021-05-19 09:30:00-04:00,100008.62750053406,99865.60250282288,7.359907323523096e-05
2021-05-20 09:30:00-04:00,100017.23999977112,99865.60250282288,8.611756257748127e-05
2021-05-21 09:30:00-04:00,100017.23999977112,99865.60250282288,0.0
2021-05-22 09:30:00-04:00,100017.23999977112,99865.60250282288,0.0
2021-05-24 09:30:00-04:00,100023.26250076294,99865.60250282288,6.021462891636631e-05
2021-05-25 09:30:00-04:00,100022.94500350952,99865.60250282288,-3.1742341279894504e-06
2021-05-26 09:30:00-04:00,100022.60000228882,99865.60250282288,-3.4492207832137467e-06
2021-05-27 09:30:00-04:00,100020.61250686646,99865.60250282288,-1.9870463498383728e-05
2021-05-28 09:30:00-04:00,100020.61250686646,99865.60250282288,0.0
2021-05-29 09:30:00-04:00,100020.61250686646,99865.60250282288,0.0
2021-06-01 09:30:00-04:00,100028.12500953674,99865.60250282288,7.510954474287956e-05
2021-06-02 09:30:00-04:00,100032.6100063324,99865.60250282288,4.483735744553741e-05
2021-06-03 09:30:00-04:00,100036.72749519348,99865.60250282288,4.116146585420033e-05
2021-06-04 09:30:00-04:00,100036.72749519348,99865.60250282288,0.0
2021-06-05 09:30:00-04:00,100036.72749519348,99865.60250282288,0.0
2021-06-07 09:30:00-04:00,100040.87500572205,99865.60250282288,4.145987811088325e-05
2021-06-08 09:30:00-04:00,100040.76001167297,99865.60250282288,-1.1494706445569491e-06
2021-06-09 09:30:00-04:00,100039.10250663757,99865.60250282288,-1.656829711416119e-05
2021-06-10 09:30:00-04:00,100040.39750099182,99865.60250282288,1.2944881769172412e-05
2021-06-11 09:30:00-04:00,100040.39750099182,99865.60250282288,0.0
2021-06-12 09:30:00-04:00,100040.39750099182,99865.60250282288,0.0
2021-06-14 09:30:00-04:00,100044.75251197815,99865.60250282288,4.353252381150696e-05
2021-06-15 09:30:00-04:00,100043.51000785828,99865.60250282288,-1.2419483167991352e-05
2021-06-16 09:30:00-04:00,100043.34750175476,99865.60250282288,-1.6243542785288057e-06
2021-06-17 09:30:00-04:00,100053.44250679016,99865.60250282288,0.00010090630998949024
2021-06-18 09:30:00-04:00,100053.44250679016,99865.60250282288,0.0
2021-06-19 09:30:00-04:00,100053.44250679016,99865.60250282288,0.0
2021-06-21 09:30:00-04:00,100050.31750679016,99865.60250282288,-3.123330813714631e-05
2021-06-22 09:30:00-04:00,100055.67999839783,99865.60250282288,5.359794692605391e-05
2021-06-23 09:30:00-04:00,100057.88001060486,99865.60250282288,2.1987879219587114e-05
2021-06-24 09:30:00-04:00,100058.40750694275,99865.60250282288,5.27191199561905e-06
2021-06-25 09:30:00-04:00,100058.40750694275,99865.60250282288,0.0
2021-06-26 09:30:00-04:00,100058.40750694275,99865.60250282288,0.0
2021-06-28 09:30:00-04:00,100064.42749977112,99865.60250282288,6.016478753134713e-05
2021-06-29 09:30:00-04:00,100065.59500694275,99865.60250282288,1.1667554602690089e-05
2021-06-30 09:30:00-04:00,100066.85250282288,99865.60250282288,1.2566715663187011e-05
2021-07-01 09:30:00-04:00,100070.00500679016,99865.60250282288,3.1503978474844985e-05
2021-07-02 09:30:00-04:00,100070.00500679016,99865.60250282288,0.0
2021-07-03 09:30:00-04:00,100070.00500679016,99865.60250282288,0.0
2021-07-06 09:30:00-04:00,100074.13750648499,99865.60250282288,4.129608761926917e-05
2021-07-07 09:30:00-04:00,100064.16750907898,99865.60250282288,-9.96261137434784e-05
2021-07-08 09:30:00-04:00,100065.22749900818,99865.60250282288,1.0593101962275142e-05
2021-07-09 09:30:00-04:00,100065.22749900818,99865.60250282288,0.0
2021-07-10 09:30:00-04:00,100065.22749900818,99865.60250282288,0.0
2021-07-12 09:30:00-04:00,100069.6074962616,99865.60250282288,4.3771421530669485e-05
2021-07-13 09:30:00-04:00,100069.18000221252,99865.60250282288,-4.27196688157494e-06
2021-07-14 09:30:00-04:00,100063.72000694275,99865.60250282288,-5.4562206562080995e-05
2021-07-15 09:30:00-04:00,100055.90750694275,99865.60250282288,-7.807525044500885e-05
2021-07-16 09:30:00-04:00,100055.90750694275,99865.60250282288,0.0
2021-07-17 09:30:00-04:00,100055.90750694275,99865.60250282288,0.0
2021-07-19 09:30:00-04:00,100052.90249824524,99865.60250282288,-3.0033296107956353e-05
2021-07-20 09:30:00-04:00,100054.4225025177,99865.60250282288,1.5192005774045114e-05
2021-07-21 09:30:00-04:00,100062.02250480652,99865.60250282288,7.595868427134889e-05
2021-07-22 09:30:00-04:00,100062.16250419617,99865.60250282288,1.3991261234025387e-06
2021-07-23 09:30:00-04:00,100062.16250419617,99865.60250282288,0.0
2021-07-24 09:30:00-04:00,100062.16250419617,99865.60250282288,0.0
2021-07-26 09:30:00-04:00,100058.25249671936,99865.60250282288,-3.9075784281972226e-05
2021-07-27 09:30:00-04:00,100058.79250526428,99865.60250282288,5.3969415960697376e-06
2021-07-28 09:30:00-04:00,100060.79249382019,99865.60250282288,1.99881340343655e-05
2021-07-29 09:30:00-04:00,100059.78249549866,99865.60250282288,-1.0093846914083215e-05
2021-07-30 09:30:00-04:00,100059.78249549866,99865.60250282288,0.0
2021-07-31 09:30:00-04:00,100059.78249549866,99865.60250282288,0.0
2021-08-02 09:30:00-04:00,100063.00250053406,99865.60250282288,3.2180811861515224e-05
2021-08-03 09:30:00-04:00,100065.50250053406,99865.60250282288,2.4984259291871425e-05
2021-08-04 09:30:00-04:00,100070.60250282288,99865.60250282288,5.0966638465599345e-05
2021-08-05 09:30:00-04:00,100070.84250450134,99865.60250282288,2.3983235082347676e-06
2021-08-06 09:30:00-04:00,100070.84250450134,99865.60250282288,0.0
2021-08-07 09:30:00-04:00,100070.84250450134,99865.60250282288,0.0
2021-08-09 09:30:00-04:00,100068.82250785828,99865.60250282288,-2.018566639905295e-05
2021-08-10 09:30:00-04:00,100066.03249549866,99865.60250282288,-2.7880935237312165e-05
2021-08-11 09:30:00-04:00,100064.30251121521,99865.60250282288,-1.728842685477794e-05
2021-08-12 09:30:00-04:00,100064.65250968933,99865.60250282288,3.4977356093701673e-06
2021-08-13 09:30:00-04:00,100064.65250968933,99865.60250282288,0.0
2021-08-14 09:30:00-04:00,100064.65250968933,99865.60250282288,0.0
2021-08-16 09:30:00-04:00,100062.4524974823,99865.60250282288,-2.1985907629251678e-05
2021-08-17 09:30:00-04:00,100060.60250282288,99865.60250282288,-1.8488400126637217e-05
2021-08-18 09:30:00-04:00,100060.54249763489,99865.60250282288,-5.996884536729752e-07
2021-08-19 09:30:00-04:00,100065.5124950409,99865.60250282288,4.966990266042082e-05
2021-08-20 09:30:00-04:00,100065.5124950409,99865.60250282288,0.0
2021-08-21 09:30:00-04:00,100065.5124950409,99865.60250282288,0.0
2021-08-23 09:30:00-04:00,100083.13250541687,99865.60250282288,0.00017608474624908332
2021-08-24 09:30:00-04:00,100082.97249794006,99865.60250282288,-1.5987456907229358e-06
2021-08-25 09:30:00-04:00,100087.60251045227,99865.60250282288,4.62617406002952e-05
2021-08-26 09:30:00-04:00,100087.44250297546,99865.60250282288,-1.59867428928262e-06
2021-08-27 09:30:00-04:00,100087.44250297546,99865.60250282288,0.0
2021-08-28 09:30:00-04:00,100087.44250297546,99865.60250282288,0.0
2021-08-30 09:30:00-04:00,100092.55249977112,99865.60250282288,5.1055323903481664e-05
2021-08-31 09:30:00-04:00,100090.45250892639,99865.60250282288,-2.0980490478827996e-05
2021-09-01 09:30:00-04:00,100090.78249931335,99865.60250282288,3.296921721185342e-06
2021-09-02 09:30:00-04:00,100088.85251045227,99865.60250282288,-1.9282383581065154e-05
2021-09-03 09:30:00-04:00,100088.85251045227,99865.60250282288,0.0
2021-09-04 09:30:00-04:00,100088.85251045227,99865.60250282288,0.0
2021-09-07 09:30:00-04:00,100090.73250770569,99865.60250282288,1.8783283115553218e-05
2021-09-08 09:30:00-04:00,100088.72250556946,99865.60250282288,-2.0081800640947556e-05
2021-09-09 09:30:00-04:00,100089.08249855042,99865.60250282288,3.596738692879242e-06
2021-09-10 09:30:00-04:00,100089.08249855042,99865.60250282288,0.0
2021-09-11 09:30:00-04:00,100089.08249855042,99865.60250282288,0.0
2021-09-13 09:30:00-04:00,100088.35249900818,99865.60250282288,-7.293498191951464e-06
2021-09-14 09:30:00-04:00,100088.69250297546,99865.60250282288,3.3970383046533215e-06
2021-09-15 09:30:00-04:00,100087.43250846863,99865.60250282288,-1.2588779764510782e-05
2021-09-16 09:30:00-04:00,100088.60249519348,99865.60250282288,1.1689646697288225e-05
2021-09-17 09:30:00-04:00,100088.60249519348,99865.60250282288,0.0
2021-09-18 09:30:00-04:00,100088.60249519348,99865.60250282288,0.0
2021-09-20 09:30:00-04:00,100079.77250099182,99865.60250282288,-8.822177532241682e-05
2021-09-21 09:30:00-04:00,100079.2624950409,99865.60250282288,-5.095994307202645e-06
2021-09-22 09:30:00-04:00,100087.00249671936,99865.60250282288,7.733871618853527e-05
2021-09-23 09:30:00-04:00,100086.30249977112,99865.60250282288,-6.993884628214708e-06
2021-09-24 09:30:00-04:00,100086.30249977112,99865.60250282288,0.0
2021-09-25 09:30:00-04:00,100086.30249977112,99865.60250282288,0.0
2021-09-27 09:30:00-04:00,100077.74250984192,99865.60250282288,-8.552608813994222e-05
2021-09-28 09:30:00-04:00,100075.00250816345,99865.60250282288,-2.7378731871308126e-05
2021-09-29 09:30:00-04:00,100073.28249931335,99865.60250282288,-1.7187197671630905e-05
2021-09-30 09:30:00-04:00,100073.10250282288,99865.60250282288,-1.7986468114905563e-06
2021-10-01 09:30:00-04:00,100073.10250282288,99865.60250282288,0.0
2021-10-02 09:30:00-04:00,100073.10250282288,99865.60250282288,0.0
2021-10-04 09:30:00-04:00,100065.10251045227,99865.60250282288,-7.994148448009497e-05
2021-10-05 09:30:00-04:00,100066.80251121521,99865.60250282288,1.6988947398210996e-05
2021-10-06 09:30:00-04:00,100076.52249336243,99865.60250282288,9.713493289775776e-05
2021-10-07 09:30:00-04:00,100076.61250114441,99865.60250282288,8.993895845854638e-07
2021-10-08 09:30:00-04:00,100076.61250114441,99865.60250282288,0.0
2021-10-09 09:30:00-04:00,100076.61250114441,99865.60250282288,0.0
2021-10-11 09:30:00-04:00,100073.88249397278,99865.60250282288,-2.7279172460037415e-05
2021-10-12 09:30:00-04:00,100074.78249549866,99865.60250282288,8.993370732124362e-06
2021-10-13 09:30:00-04:00,100078.48250389099,99865.60250282288,3.697243501377123e-05
2021-10-14 09:30:00-04:00,100083.7024974823,99865.60250282288,5.215900022359499e-05
2021-10-15 09:30:00-04:00,100083.7024974823,99865.60250282288,0.0
2021-10-16 09:30:00-04:00,100083.7024974823,99865.60250282288,0.0
2021-10-18 09:30:00-04:00,100088.36249351501,99865.60250282288,4.6560987617683125e-05
2021-10-19 09:30:00-04:00,100088.65250587463,99865.60250282288,2.8975632371253113e-06
2021-10-20 09:30:00-04:00,100086.57250404358,99865.60250282288,-2.078159490592757e-05
2021-10-21 09:30:00-04:00,100093.83250236511,99865.60250282288,7.253718595712222e-05
2021-10-22 09:30:00-04:00,100093.83250236511,99865.60250282288,0.0
2021-10-23 09:30:00-04:00,100093.83250236511,99865.60250282288,0.0
2021-10-25 09:30:00-04:00,100105.49250602722,99865.60250282288,0.00011649073045361114
2021-10-26 09:30:00-04:00,100110.34251213074,99865.60250282288,4.844895102262825e-05
2021-10-27 09:30:00-04:00,100114.38250541687,99865.60250282288,4.0355403695180314e-05
2021-10-28 09:30:00-04:00,100115.61249732971,99865.60250282288,1.2285866246797283e-05
2021-10-29 09:30:00-04:00,100115.61249732971,99865.60250282288,0.0
2021-10-30 09:30:00-04:00,100115.61249732971,99865.60250282288,0.0
2021-11-01 09:30:00-04:00,100123.82250785828,99865.60250282288,8.200529691393399e-05
2021-11-02 09:30:00-04:00,100132.30250358582,99865.60250282288,8.46950856963069e-05
2021-11-03 09:30:00-04:00,100137.8925037384,99865.60250282288,5.582614214216797e-05
2021-11-04 09:30:00-04:00,100167.47250556946,99865.60250282288,0.0002953926939290863
2021-11-05 09:30:00-04:00,100167.47250556946,99865.60250282288,0.0
2021-11-06 09:30:00-04:00,100167.47250556946,99865.60250282288,0.0
2021-11-08 09:30:00-05:00,100167.09250450134,99865.60250282288,-3.79365734815007e-06
2021-11-09 09:30:00-05:00,100188.42251777649,99865.60250282288,0.00021294431875595876
2021-11-10 09:30:00-05:00,100159.16251182556,99865.60250282288,-0.000292049771975722
2021-11-11 09:30:00-05:00,100170.28250694275,99865.60250282288,0.00011102324378842177
2021-11-12 09:30:00-05:00,100165.7025051117,99865.60250282288,-4.5722161467809386e-05
2021-11-13 09:30:00-05:00,100165.7025051117,99865.60250282288,0.0
2021-11-15 09:30:00-05:00,100171.12250328064,99865.60250282288,5.4110319534395046e-05
2021-11-16 09:30:00-05:00,100163.19251060486,99865.60250282288,-7.916445855460363e-05
2021-11-17 09:30:00-05:00,100169.78249549866,99865.60250282288,6.579248053717457e-05
2021-11-18 09:30:00-05:00,100189.27250862122,99865.60250282288,0.00019456978578769046
2021-11-19 09:30:00-05:00,100188.03250312805,99865.60250282288,-1.2376629374699633e-05
2021-11-20 09:30:00-05:00,100188.03250312805,99865.60250282288,0.0
2021-11-22 09:30:00-05:00,100200.77248573303,99865.60250282288,0.00012716072256013788
2021-11-23 09:30:00-05:00,100180.952501297,99865.60250282288,-0.00019780271094071988
2021-11-24 09:30:00-05:00,100180.21250724792,99865.60250282288,-7.386574299772519e-06
2021-11-25 09:30:00-05:00,100180.21250724792,99865.60250282288,0.0
2021-11-26 09:30:00-05:00,100191.60248756409,99865.60250282288,0.0001136949107123364
2021-11-27 09:30:00-05:00,100191.60248756409,99865.60250282288,0.0
2021-11-29 09:30:00-05:00,100189.26251411438,99865.60250282288,-2.335498576333528e-05
2021-11-30 09:30:00-05:00,100197.2924900055,99865.60250282288,8.0148068661412e-05
2021-12-01 09:30:00-05:00,100197.79252052307,99865.60250282288,4.99045937418785e-06
2021-12-02 09:30:00-05:00,100177.74250984192,99865.60250282288,-0.00020010431544237317
2021-12-03 09:30:00-05:00,100185.60250282288,99865.60250282288,7.846047219706165e-05
2021-12-04 09:30:00-05:00,100185.60250282288,99865.60250282288,0.0
2021-12-06 09:30:00-05:00,100164.40249443054,99865.60250282288,-0.00021160733541270016
2021-12-07 09:30:00-05:00,100175.1725101471,99865.60250282288,0.00010752338603681189
2021-12-08 09:30:00-05:00,100185.59250831604,99865.60250282288,0.00010401777114865673
2021-12-09 09:30:00-05:00,100182.94249534607,99865.60250282288,-2.6451038553809703e-05
2021-12-10 09:30:00-05:00,100177.10249900818,99865.60250282288,-5.8293320124414016e-05
2021-12-11 09:30:00-05:00,100177.10249900818,99865.60250282288,0.0
2021-12-13 09:30:00-05:00,100168.09250831604,99865.60250282288,-8.994061983602641e-05
